Date/GMT,Days since 1/1/1900,NITRATE[uMOL/KG],DEPTH[M],PRESSURE[DBAR],NA,SALINITY[PSS],TEMPERATURE[C],SIGMATHETA[KG/M3],OXYGEN[uMOL/KG],OXYGENSAT,LON,LAT
3/2/2013 13:38,41335.568,44.57,-989.324,-999.09,3,34.3676,3.2285,27.366,35.1,10.9,148.688,36.983
3/2/2013 13:38,41335.568,43.99,-941.762,-950.95,3,34.356,3.3824,27.342,39.2,12.2,148.688,36.983
3/2/2013 13:38,41335.568,43.85,-892.728,-901.33,3,34.338,3.4966,27.316,40.2,12.6,148.688,36.983
3/2/2013 13:38,41335.568,44.22,-842.92,-850.94,3,34.2972,3.4847,27.284,35.5,11.1,148.688,36.983
3/2/2013 13:38,41335.568,43.73,-794.287,-801.75,3,34.2942,3.6554,27.265,38.6,12.1,148.688,36.983
3/2/2013 13:38,41335.568,42.95,-743.793,-750.69,3,34.2645,3.871,27.22,42.8,13.5,148.688,36.983
3/2/2013 13:38,41335.568,42.65,-694.959,-701.32,3,34.2373,3.9976,27.185,44.9,14.2,148.688,36.983
3/2/2013 13:38,41335.568,41.57,-645.648,-651.48,3,34.1913,4.2422,27.123,52.3,16.6,148.688,36.983
3/2/2013 13:38,41335.568,39.79,-596.098,-601.41,3,34.1309,4.5554,27.041,65,20.8,148.688,36.983
3/2/2013 13:38,41335.568,37.66,-546.298,-551.1,3,34.1024,5.0392,26.964,82.8,26.8,148.688,36.983
3/2/2013 13:38,41335.568,35.82,-497.239,-501.55,3,33.9973,4.9606,26.889,107.1,34.6,148.688,36.983
3/2/2013 13:38,41335.568,32.46,-447,-450.82,3,33.9899,5.6877,26.798,127.4,41.8,148.688,36.983
3/2/2013 13:38,41335.568,28.89,-397.61,-400.96,3,34.0327,6.7208,26.7,137.1,46.1,148.688,36.983
3/2/2013 13:38,41335.568,27.34,-377.538,-380.7,3,34.0487,7.2358,26.642,145.8,49.6,148.688,36.983
3/2/2013 13:38,41335.568,25.25,-358.494,-361.48,3,34.0716,7.7916,26.581,151.3,52.1,148.688,36.983
3/2/2013 13:38,41335.568,24.41,-347.961,-350.85,3,34.0903,8.0722,26.554,155.5,53.9,148.688,36.983
3/2/2013 13:38,41335.568,24.02,-338.497,-341.3,3,34.1035,8.2512,26.538,157.9,55,148.688,36.983
3/2/2013 13:38,41335.568,23.91,-328.825,-331.54,3,34.1099,8.3293,26.531,158.6,55.3,148.688,36.983
3/2/2013 13:38,41335.568,23.64,-318.637,-321.26,3,34.1141,8.3837,26.526,159.2,55.6,148.688,36.983
3/2/2013 13:38,41335.568,23.68,-308.746,-311.28,3,34.1168,8.4225,26.522,159.3,55.7,148.688,36.983
3/2/2013 13:38,41335.568,22.95,-298.855,-301.3,3,34.1364,8.7164,26.492,159,55.9,148.688,36.983
3/2/2013 13:38,41335.568,22.33,-289.3,-291.66,3,34.1538,8.9253,26.473,159,56.2,148.688,36.983
3/2/2013 13:38,41335.568,21.67,-279.159,-281.43,3,34.1804,9.3852,26.42,163.1,58.3,148.688,36.983
3/2/2013 13:38,41335.568,18.8,-269.038,-271.22,3,34.1879,9.6975,26.374,164.7,59.3,148.688,36.983
3/2/2013 13:38,41335.568,16.62,-259.244,-261.34,3,34.1053,9.5233,26.338,187.6,67.2,148.688,36.983
3/2/2013 13:38,41335.568,13.42,-248.606,-250.61,3,34.0124,9.2039,26.317,209.3,74.4,148.688,36.983
3/2/2013 13:38,41335.568,12.28,-238.811,-240.73,3,33.9962,9.4222,26.269,234.9,83.9,148.688,36.983
3/2/2013 13:38,41335.568,13.27,-229.025,-230.86,3,34.118,10.2406,26.227,227.5,82.7,148.688,36.983
3/2/2013 13:38,41335.568,14.39,-219.249,-221,3,34.2208,10.9875,26.176,208.3,77,148.688,36.983
3/2/2013 13:38,41335.568,15.08,-209.799,-211.47,3,34.3229,11.8057,26.106,187.2,70.5,148.688,36.983
3/2/2013 13:38,41335.568,15.47,-200.071,-201.66,3,34.3603,12.1319,26.073,181.6,68.9,148.688,36.983
3/2/2013 13:38,41335.568,14.66,-189.917,-191.42,3,34.3882,12.439,26.035,181.9,69.4,148.688,36.983
3/2/2013 13:38,41335.568,12.7,-179.137,-180.55,3,34.39,12.6412,25.997,188.8,72.4,148.688,36.983
3/2/2013 13:38,41335.568,13.07,-169.695,-171.03,3,34.4253,13.0433,25.944,189.9,73.4,148.688,36.983
3/2/2013 13:38,41335.568,11.15,-159.202,-160.45,3,34.4739,13.688,25.851,184.9,72.5,148.688,36.983
3/2/2013 13:38,41335.568,10.54,-149.888,-151.06,3,34.5051,13.9763,25.815,192,75.7,148.688,36.983
3/2/2013 13:38,41335.568,10.48,-139.394,-140.48,3,34.5134,14.0639,25.803,193.3,76.3,148.688,36.983
3/2/2013 13:38,41335.568,10.31,-130.427,-131.44,3,34.5196,14.1657,25.786,193.5,76.6,148.688,36.983
3/2/2013 13:38,41335.568,7.62,-119.961,-120.89,3,34.5725,14.811,25.688,196.3,78.7,148.688,36.983
3/2/2013 13:38,41335.568,6.23,-109.654,-110.5,3,34.5956,14.9445,25.677,212.3,85.3,148.688,36.983
3/2/2013 13:38,41335.568,5.82,-99.663,-100.43,3,34.6069,15.01,25.671,219.9,88.5,148.688,36.983
3/2/2013 13:38,41335.568,5.67,-94.851,-95.58,3,34.6141,15.0576,25.666,222.8,89.8,148.688,36.983
3/2/2013 13:38,41335.568,5.65,-89.861,-90.55,3,34.6151,15.0558,25.667,224.7,90.5,148.688,36.983
3/2/2013 13:38,41335.568,5.87,-84.83,-85.48,3,34.6153,15.0535,25.667,225.6,90.9,148.688,36.983
3/2/2013 13:38,41335.568,5.75,-79.939,-80.55,3,34.6147,15.0546,25.666,226,91.1,148.688,36.983
3/2/2013 13:38,41335.568,5.65,-74.68,-75.25,3,34.6146,15.0479,25.668,226.4,91.2,148.688,36.983
3/2/2013 13:38,41335.568,5.63,-70.314,-70.85,3,34.6145,15.0508,25.667,226.6,91.3,148.688,36.983
3/2/2013 13:38,41335.568,5.65,-65.571,-66.07,3,34.614,15.046,25.667,226.7,91.3,148.688,36.983
3/2/2013 13:38,41335.568,5.59,-60.451,-60.91,3,34.6133,15.0404,25.668,226.8,91.3,148.688,36.983
3/2/2013 13:38,41335.568,5.61,-55.32,-55.74,3,34.6152,15.0485,25.667,226.8,91.4,148.688,36.983
3/2/2013 13:38,41335.568,5.39,-50.696,-51.08,3,34.6164,15.0507,25.668,227,91.5,148.688,36.983
3/2/2013 13:38,41335.568,5.72,-45.853,-46.2,3,34.6153,15.0505,25.667,227.1,91.5,148.688,36.983
3/2/2013 13:38,41335.568,5.57,-40.484,-40.79,3,34.6139,15.0513,25.665,227.1,91.5,148.688,36.983
3/2/2013 13:38,41335.568,5.6,-36.445,-36.72,3,34.616,15.0537,25.666,227.2,91.5,148.688,36.983
3/2/2013 13:38,41335.568,5.57,-30.788,-31.02,3,34.6163,15.0546,25.666,227.3,91.6,148.688,36.983
3/2/2013 13:38,41335.568,5.64,-25.766,-25.96,3,34.6154,15.0527,25.665,227.4,91.6,148.688,36.983
3/2/2013 13:38,41335.568,5.53,-20.754,-20.91,3,34.6152,15.0477,25.666,227.3,91.6,148.688,36.983
3/2/2013 13:38,41335.568,5.64,-16.338,-16.46,3,34.6149,15.0457,25.666,227.2,91.5,148.688,36.983
3/2/2013 13:38,41335.568,5.46,-11.683,-11.77,3,34.615,15.0427,25.667,227.3,91.6,148.688,36.983
3/2/2013 13:38,41335.568,5.42,-7.673,-7.73,3,34.6147,15.0437,25.666,227.2,91.5,148.688,36.983
3/7/2013 17:46,41340.74,43.2,-989.613,-999.38,3,34.3667,3.2881,27.359,37.6,11.7,149.081,36.952
3/7/2013 17:46,41340.74,42.73,-942.407,-951.6,3,34.3479,3.4274,27.331,39.3,12.3,149.081,36.952
3/7/2013 17:46,41340.74,42.83,-892.661,-901.26,3,34.3035,3.4864,27.29,35.3,11,149.081,36.952
3/7/2013 17:46,41340.74,42.63,-842.991,-851.01,3,34.2926,3.6742,27.262,38.4,12,149.081,36.952
3/7/2013 17:46,41340.74,42.07,-794.002,-801.46,3,34.2695,3.8236,27.229,41.5,13.1,149.081,36.952
3/7/2013 17:46,41340.74,41.38,-744.715,-751.62,3,34.2291,4.071,27.171,46.6,14.8,149.081,36.952
3/7/2013 17:46,41340.74,40.12,-694.763,-701.12,3,34.1936,4.3565,27.113,55.2,17.6,149.081,36.952
3/7/2013 17:46,41340.74,38.99,-645.61,-651.44,3,34.1456,4.5631,27.052,63.9,20.5,149.081,36.952
3/7/2013 17:46,41340.74,37.45,-596.416,-601.73,3,34.103,4.8064,26.991,76.8,24.7,149.081,36.952
3/7/2013 17:46,41340.74,36.44,-546.429,-551.23,3,33.9075,4.1942,26.901,104.9,33.2,149.081,36.952
3/7/2013 17:46,41340.74,31.18,-496.855,-501.16,3,34.0269,5.7997,26.814,119.9,39.5,149.081,36.952
3/7/2013 17:46,41340.74,27.1,-444.535,-448.33,3,33.8938,5.9402,26.691,167.4,55.2,149.081,36.952
3/7/2013 17:46,41340.74,21.5,-397.631,-400.98,3,33.8037,6.4948,26.549,201.9,67.4,149.081,36.952
3/7/2013 17:46,41340.74,19.15,-378.559,-381.73,3,33.7366,6.5283,26.491,224.8,75.1,149.081,36.952
3/7/2013 17:46,41340.74,16.52,-357.692,-360.67,3,33.6753,6.5511,26.44,238.7,79.7,149.081,36.952
3/7/2013 17:46,41340.74,16.23,-348.576,-351.47,3,33.6999,6.931,26.409,244.9,82.5,149.081,36.952
3/7/2013 17:46,41340.74,14.88,-338.35,-341.15,3,33.7756,7.5938,26.376,242.9,83.2,149.081,36.952
3/7/2013 17:46,41340.74,13.29,-328.301,-331.01,3,33.9075,8.5661,26.336,241.4,84.5,149.081,36.952
3/7/2013 17:46,41340.74,12.83,-318.103,-320.72,3,34.0019,9.1909,26.312,238,84.5,149.081,36.952
3/7/2013 17:46,41340.74,16.86,-308.896,-311.43,3,34.1312,9.9582,26.287,218.9,79.2,149.081,36.952
3/7/2013 17:46,41340.74,16.61,-298.201,-300.64,3,34.2166,10.4829,26.264,187.6,68.6,149.081,36.952
3/7/2013 17:46,41340.74,17.52,-288.904,-291.26,3,34.279,10.9974,26.221,178.1,65.9,149.081,36.952
3/7/2013 17:46,41340.74,16.01,-278.773,-281.04,3,34.3046,11.304,26.186,171.8,64,149.081,36.952
3/7/2013 17:46,41340.74,15.84,-268.831,-271.01,3,34.3129,11.4331,26.168,174.1,65,149.081,36.952
3/7/2013 17:46,41340.74,15.39,-259.264,-261.36,3,34.3335,11.7233,26.13,175.2,65.9,149.081,36.952
3/7/2013 17:46,41340.74,15.13,-249.232,-251.24,3,34.3615,12.0744,26.086,173.7,65.8,149.081,36.952
3/7/2013 17:46,41340.74,14.92,-239.635,-241.56,3,34.3723,12.1817,26.073,173.4,65.8,149.081,36.952
3/7/2013 17:46,41340.74,14.26,-229.105,-230.94,3,34.3997,12.5554,26.022,170.9,65.4,149.081,36.952
3/7/2013 17:46,41340.74,12.67,-219.517,-221.27,3,34.4221,12.829,25.986,177,68.1,149.081,36.952
3/7/2013 17:46,41340.74,11.94,-209.592,-211.26,3,34.4648,13.3556,25.913,188.9,73.5,149.081,36.952
3/7/2013 17:46,41340.74,12.45,-200.112,-201.7,3,34.4765,13.6423,25.863,182.1,71.3,149.081,36.952
3/7/2013 17:46,41340.74,11.6,-190.036,-191.54,3,34.4781,13.8621,25.819,174.9,68.7,149.081,36.952
3/7/2013 17:46,41340.74,9.02,-179.633,-181.05,3,34.5334,14.231,25.784,186.9,74,149.081,36.952
3/7/2013 17:46,41340.74,8.97,-169.795,-171.13,3,34.5552,14.5042,25.743,198.6,79.1,149.081,36.952
3/7/2013 17:46,41340.74,8.3,-160.343,-161.6,3,34.5627,14.7025,25.705,195.4,78.2,149.081,36.952
3/7/2013 17:46,41340.74,7.46,-150.494,-151.67,3,34.5891,15.0223,25.656,201.8,81.3,149.081,36.952
3/7/2013 17:46,41340.74,4.74,-140.218,-141.31,3,34.6341,15.5451,25.575,218.5,88.9,149.081,36.952
3/7/2013 17:46,41340.74,4.58,-129.971,-130.98,3,34.6463,15.8161,25.523,223,91.2,149.081,36.952
3/7/2013 17:46,41340.74,3.56,-120.715,-121.65,3,34.6637,16.0548,25.482,221.6,91.1,149.081,36.952
3/7/2013 17:46,41340.74,2.94,-110.309,-111.16,3,34.6836,16.3544,25.428,223.6,92.5,149.081,36.952
3/7/2013 17:46,41340.74,2.43,-100.666,-101.44,3,34.6921,16.4516,25.411,225.1,93.3,149.081,36.952
3/7/2013 17:46,41340.74,2.39,-95.397,-96.13,3,34.6974,16.4947,25.405,226.3,93.8,149.081,36.952
3/7/2013 17:46,41340.74,2.48,-90.536,-91.23,3,34.6982,16.5,25.404,226.9,94.1,149.081,36.952
3/7/2013 17:46,41340.74,2.31,-85.863,-86.52,3,34.6981,16.5058,25.403,227.4,94.3,149.081,36.952
3/7/2013 17:46,41340.74,2.34,-81.16,-81.78,3,34.6992,16.5029,25.404,227.4,94.3,149.081,36.952
3/7/2013 17:46,41340.74,2.29,-75.772,-76.35,3,34.699,16.5046,25.403,227.6,94.4,149.081,36.952
3/7/2013 17:46,41340.74,2.27,-71.227,-71.77,3,34.6986,16.5043,25.403,227.7,94.4,149.081,36.952
3/7/2013 17:46,41340.74,2.21,-66.117,-66.62,3,34.699,16.5036,25.403,227.7,94.4,149.081,36.952
3/7/2013 17:46,41340.74,2.33,-60.768,-61.23,3,34.6988,16.5029,25.403,227.7,94.4,149.081,36.952
3/7/2013 17:46,41340.74,2.21,-56.243,-56.67,3,34.6988,16.5018,25.403,227.8,94.4,149.081,36.952
3/7/2013 17:46,41340.74,2.36,-50.964,-51.35,3,34.6987,16.4995,25.403,227.9,94.5,149.081,36.952
3/7/2013 17:46,41340.74,2.18,-46.26,-46.61,3,34.6988,16.499,25.403,227.9,94.5,149.081,36.952
3/7/2013 17:46,41340.74,2.31,-41.467,-41.78,3,34.699,16.4987,25.404,227.9,94.5,149.081,36.952
3/7/2013 17:46,41340.74,2.22,-36.058,-36.33,3,34.6987,16.4964,25.404,227.8,94.5,149.081,36.952
3/7/2013 17:46,41340.74,2.25,-31.176,-31.41,3,34.6985,16.4956,25.403,228,94.5,149.081,36.952
3/7/2013 17:46,41340.74,2.33,-26.044,-26.24,3,34.6985,16.4948,25.403,227.9,94.5,149.081,36.952
3/7/2013 17:46,41340.74,2.23,-21.628,-21.79,3,34.6992,16.4935,25.404,228,94.5,149.081,36.952
3/7/2013 17:46,41340.74,2.27,-16.735,-16.86,3,34.699,16.4933,25.404,228.1,94.6,149.081,36.952
3/7/2013 17:46,41340.74,2.18,-11.345,-11.43,3,34.6991,16.4907,25.404,228.3,94.6,149.081,36.952
3/7/2013 17:46,41340.74,1.98,-7.861,-7.92,3,34.6991,16.4859,25.405,228.4,94.7,149.081,36.952
3/12/2013 21:37,41345.901,42.19,-989.59,-999.33,3,34.3536,3.4133,27.337,38.7,12,149.253,36.649
3/12/2013 21:37,41345.901,42.57,-941.237,-950.39,3,34.313,3.5176,27.295,37.6,11.7,149.253,36.649
3/12/2013 21:37,41345.901,42.03,-892.576,-901.15,3,34.2946,3.68,27.264,39,12.2,149.253,36.649
3/12/2013 21:37,41345.901,41.56,-842.895,-850.89,3,34.2615,3.872,27.218,42,13.2,149.253,36.649
3/12/2013 21:37,41345.901,40.57,-793.5,-800.93,3,34.2322,4.1313,27.168,48.7,15.4,149.253,36.649
3/12/2013 21:37,41345.901,39.65,-744.419,-751.3,3,34.1777,4.3658,27.1,55.7,17.7,149.253,36.649
3/12/2013 21:37,41345.901,38.48,-693.031,-699.35,3,34.1136,4.4679,27.038,66.8,21.3,149.253,36.649
3/12/2013 21:37,41345.901,39.16,-645.875,-651.69,3,34.0057,4.0481,26.995,74.1,23.4,149.253,36.649
3/12/2013 21:37,41345.901,35.84,-595.631,-600.92,3,34.0503,4.9338,26.935,91.2,29.4,149.253,36.649
3/12/2013 21:37,41345.901,32.02,-546.869,-551.66,3,33.8316,4.5218,26.807,144.6,46.1,149.253,36.649
3/12/2013 21:37,41345.901,29.53,-497.026,-501.32,3,33.8115,4.9703,26.741,164.7,53.1,149.253,36.649
3/12/2013 21:37,41345.901,24.71,-447.528,-451.34,3,34.1339,8.1031,26.585,142.6,49.5,149.253,36.649
3/12/2013 21:37,41345.901,20.54,-397.8,-401.14,3,34.192,9.5274,26.408,167,59.8,149.253,36.649
3/12/2013 21:37,41345.901,18.81,-377.787,-380.94,3,34.1933,9.8785,26.35,168,60.7,149.253,36.649
3/12/2013 21:37,41345.901,17.43,-358.812,-361.79,3,34.2851,10.8781,26.249,162.9,60.1,149.253,36.649
3/12/2013 21:37,41345.901,14.73,-348.298,-351.18,3,34.3052,11.2749,26.193,170.4,63.4,149.253,36.649
3/12/2013 21:37,41345.901,11.87,-338.497,-341.29,3,34.2726,11.3597,26.152,190.6,71.1,149.253,36.649
3/12/2013 21:37,41345.901,13.75,-328.993,-331.7,3,34.3535,11.9687,26.102,190.6,72,149.253,36.649
3/12/2013 21:37,41345.901,11.63,-318.865,-321.48,3,34.3592,12.181,26.065,197.4,74.9,149.253,36.649
3/12/2013 21:37,41345.901,10.81,-308.448,-310.97,3,34.4006,12.5596,26.024,199.9,76.5,149.253,36.649
3/12/2013 21:37,41345.901,10.98,-298.041,-300.47,3,34.4257,12.7713,26.002,203.5,78.2,149.253,36.649
3/12/2013 21:37,41345.901,10.63,-288.733,-291.08,3,34.4581,13.0429,25.973,200.9,77.7,149.253,36.649
3/12/2013 21:37,41345.901,9.93,-278.295,-280.55,3,34.4739,13.1658,25.96,205.8,79.8,149.253,36.649
3/12/2013 21:37,41345.901,12.54,-269.046,-271.22,3,34.4465,13.2585,25.92,186.9,72.6,149.253,36.649
3/12/2013 21:37,41345.901,12.58,-259.123,-261.21,3,34.458,13.4619,25.888,177,69,149.253,36.649
3/12/2013 21:37,41345.901,11.9,-249.764,-251.77,3,34.4873,13.8871,25.823,171.3,67.4,149.253,36.649
3/12/2013 21:37,41345.901,10.97,-239.512,-241.43,3,34.5176,14.4015,25.738,171.8,68.3,149.253,36.649
3/12/2013 21:37,41345.901,10.07,-229.726,-231.56,3,34.5406,14.7591,25.678,174,69.7,149.253,36.649
3/12/2013 21:37,41345.901,9.13,-219.077,-220.82,3,34.5636,15.0945,25.623,178.2,71.8,149.253,36.649
3/12/2013 21:37,41345.901,2.93,-209.22,-210.88,3,34.6689,16.1992,25.456,192.6,79.4,149.253,36.649
3/12/2013 21:37,41345.901,2.45,-200.097,-201.68,3,34.7015,16.4651,25.419,221.4,91.7,149.253,36.649
3/12/2013 21:37,41345.901,2.23,-189.555,-191.05,3,34.702,16.4634,25.42,226.4,93.8,149.253,36.649
3/12/2013 21:37,41345.901,2.47,-180.263,-181.68,3,34.7017,16.4659,25.418,227,94.1,149.253,36.649
3/12/2013 21:37,41345.901,2.35,-169.78,-171.11,3,34.7021,16.4644,25.419,227.3,94.2,149.253,36.649
3/12/2013 21:37,41345.901,2.33,-159.841,-161.09,3,34.7022,16.4627,25.419,227.5,94.3,149.253,36.649
3/12/2013 21:37,41345.901,2.39,-149.913,-151.08,3,34.702,16.4615,25.419,227.6,94.3,149.253,36.649
3/12/2013 21:37,41345.901,2.27,-140.251,-141.34,3,34.702,16.457,25.419,227.7,94.3,149.253,36.649
3/12/2013 21:37,41345.901,2.23,-128.526,-129.52,3,34.7019,16.456,25.419,227.9,94.4,149.253,36.649
3/12/2013 21:37,41345.901,2.5,-120.471,-121.4,3,34.7021,16.4551,25.419,227.9,94.4,149.253,36.649
3/12/2013 21:37,41345.901,2.27,-110.024,-110.87,3,34.7017,16.4537,25.419,228,94.4,149.253,36.649
3/12/2013 21:37,41345.901,2.47,-100.252,-101.02,3,34.7021,16.4529,25.419,228.1,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.36,-95.41,-96.14,3,34.7018,16.4521,25.419,228.1,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.34,-90.449,-91.14,3,34.7021,16.4507,25.419,228.2,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.27,-85.111,-85.76,3,34.7019,16.4499,25.419,228.1,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.13,-79.991,-80.6,3,34.7019,16.4489,25.419,228.1,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.25,-75.923,-76.5,3,34.7018,16.4486,25.419,228.1,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.21,-70.316,-70.85,3,34.7019,16.447,25.419,228.1,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.24,-65.325,-65.82,3,34.7021,16.4431,25.42,228.2,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.29,-60.462,-60.92,3,34.7019,16.4439,25.419,228.2,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.34,-55.987,-56.41,3,34.7018,16.443,25.419,228.2,94.5,149.253,36.649
3/12/2013 21:37,41345.901,2.36,-50.32,-50.7,3,34.7019,16.4414,25.419,228.3,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.28,-46.262,-46.61,3,34.7015,16.4412,25.419,228.3,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.23,-41.131,-41.44,3,34.7022,16.4402,25.42,228.3,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.18,-35.871,-36.14,3,34.702,16.4355,25.42,228.4,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.14,-30.849,-31.08,3,34.7023,16.4365,25.42,228.5,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.41,-25.728,-25.92,3,34.7023,16.4363,25.42,228.4,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.24,-20.993,-21.15,3,34.7017,16.4353,25.42,228.4,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.23,-16.467,-16.59,3,34.7023,16.4315,25.421,228.6,94.6,149.253,36.649
3/12/2013 21:37,41345.901,2.23,-11.097,-11.18,3,34.7025,16.4312,25.421,228.6,94.7,149.253,36.649
3/12/2013 21:37,41345.901,2.26,-7.256,-7.31,3,34.7021,16.4318,25.42,228.7,94.7,149.253,36.649
3/18/2013 4:32,41351.189,42.53,-989.519,-999.23,3,34.323,3.3654,27.317,36,11.2,149.332,36.328
3/18/2013 4:32,41351.189,42.37,-942.568,-951.71,3,34.3025,3.5313,27.285,36,11.3,149.332,36.328
3/18/2013 4:32,41351.189,41.91,-892.562,-901.11,3,34.2852,3.7072,27.254,38.8,12.2,149.332,36.328
3/18/2013 4:32,41351.189,41.13,-843.681,-851.66,3,34.2568,3.894,27.212,42.4,13.3,149.332,36.328
3/18/2013 4:32,41351.189,40.48,-793.997,-801.41,3,34.215,4.1358,27.154,47.6,15.1,149.332,36.328
3/18/2013 4:32,41351.189,39.29,-744.786,-751.65,3,34.1724,4.3882,27.093,56.7,18.1,149.332,36.328
3/18/2013 4:32,41351.189,39.25,-695.336,-701.66,3,34.0318,4.0495,27.016,67.5,21.3,149.332,36.328
3/18/2013 4:32,41351.189,35.95,-645.408,-651.2,3,34.0689,4.8435,26.961,84.3,27.1,149.332,36.328
3/18/2013 4:32,41351.189,33.86,-596.33,-601.61,3,34.0378,5.2744,26.887,103.7,33.7,149.332,36.328
3/18/2013 4:32,41351.189,30.56,-546.815,-551.59,3,33.9799,5.7274,26.786,131.1,43,149.332,36.328
3/18/2013 4:32,41351.189,27.49,-497.387,-501.67,3,34.0129,6.6423,26.696,144.8,48.6,149.332,36.328
3/18/2013 4:32,41351.189,23.82,-447.244,-451.04,3,33.9873,7.2608,26.591,169.5,57.7,149.332,36.328
3/18/2013 4:32,41351.189,18.51,-397.524,-400.85,3,34.1523,9.2913,26.415,161.8,57.7,149.332,36.328
3/18/2013 4:32,41351.189,16.79,-378.065,-381.21,3,34.1502,9.7503,26.338,193.6,69.7,149.332,36.328
3/18/2013 4:32,41351.189,18.16,-358.406,-361.37,3,34.2827,10.6781,26.282,165.9,61,149.332,36.328
3/18/2013 4:32,41351.189,16.35,-348.457,-351.33,3,34.2882,11.081,26.215,164,60.8,149.332,36.328
3/18/2013 4:32,41351.189,15.32,-336.178,-338.94,3,34.3396,11.6878,26.144,166.2,62.4,149.332,36.328
3/18/2013 4:32,41351.189,14.72,-328.259,-330.95,3,34.348,11.9019,26.11,169.3,63.9,149.332,36.328
3/18/2013 4:32,41351.189,14.66,-318.111,-320.71,3,34.3773,12.223,26.071,170,64.6,149.332,36.328
3/18/2013 4:32,41351.189,14.03,-309.091,-311.61,3,34.4035,12.6748,26.004,169.8,65.1,149.332,36.328
3/18/2013 4:32,41351.189,11.92,-298.753,-301.18,3,34.465,13.2395,25.939,176.1,68.3,149.332,36.328
3/18/2013 4:32,41351.189,10.74,-288.434,-290.77,3,34.4789,13.4523,25.907,182.5,71.1,149.332,36.328
3/18/2013 4:32,41351.189,11.7,-279.165,-281.42,3,34.4872,13.6296,25.877,186.5,73,149.332,36.328
3/18/2013 4:32,41351.189,11.62,-269.292,-271.46,3,34.4857,13.8743,25.825,176.3,69.3,149.332,36.328
3/18/2013 4:32,41351.189,11.03,-258.971,-261.05,3,34.5095,14.2315,25.768,173.8,68.9,149.332,36.328
3/18/2013 4:32,41351.189,9.14,-249.602,-251.6,3,34.5356,14.5191,25.727,179.6,71.6,149.332,36.328
3/18/2013 4:32,41351.189,8.29,-239.122,-241.03,3,34.5679,14.8398,25.682,193.5,77.6,149.332,36.328
3/18/2013 4:32,41351.189,7.98,-229.356,-231.18,3,34.5763,15.061,25.64,195.3,78.7,149.332,36.328
3/18/2013 4:32,41351.189,7.3,-219.599,-221.34,3,34.5902,15.2807,25.602,196,79.3,149.332,36.328
3/18/2013 4:32,41351.189,7,-209.702,-211.36,3,34.6006,15.389,25.586,198.8,80.6,149.332,36.328
3/18/2013 4:32,41351.189,5.98,-199.101,-200.67,3,34.6196,15.662,25.539,203.1,82.8,149.332,36.328
3/18/2013 4:32,41351.189,5.69,-189.273,-190.76,3,34.6242,15.8351,25.504,201.4,82.4,149.332,36.328
3/18/2013 4:32,41351.189,3.79,-180.199,-181.61,3,34.665,16.241,25.442,209.4,86.4,149.332,36.328
3/18/2013 4:32,41351.189,3.55,-169.804,-171.13,3,34.6828,16.3805,25.423,217.3,89.9,149.332,36.328
3/18/2013 4:32,41351.189,3.8,-160.401,-161.65,3,34.6801,16.3818,25.421,216.7,89.6,149.332,36.328
3/18/2013 4:32,41351.189,3.69,-150.195,-151.36,3,34.6774,16.378,25.419,214.3,88.6,149.332,36.328
3/18/2013 4:32,41351.189,3.59,-139.918,-141,3,34.6774,16.4037,25.413,213.7,88.4,149.332,36.328
3/18/2013 4:32,41351.189,4,-129.958,-130.96,3,34.6846,16.506,25.394,214.8,89.1,149.332,36.328
3/18/2013 4:32,41351.189,4.21,-120.226,-121.15,3,34.6755,16.6844,25.345,207.6,86.4,149.332,36.328
3/18/2013 4:32,41351.189,2.38,-110.077,-110.92,3,34.6938,17.0935,25.262,209.9,88,149.332,36.328
3/18/2013 4:32,41351.189,2.17,-99.996,-100.76,3,34.7017,17.1571,25.253,220.7,92.7,149.332,36.328
3/18/2013 4:32,41351.189,2.22,-95.125,-95.85,3,34.7031,17.1665,25.251,222.2,93.3,149.332,36.328
3/18/2013 4:32,41351.189,2.04,-90.065,-90.75,3,34.7031,17.1696,25.251,222.8,93.6,149.332,36.328
3/18/2013 4:32,41351.189,2.18,-85.193,-85.84,3,34.7039,17.1721,25.25,223.3,93.8,149.332,36.328
3/18/2013 4:32,41351.189,2.13,-80.44,-81.05,3,34.7033,17.1725,25.25,223.4,93.8,149.332,36.328
3/18/2013 4:32,41351.189,2.05,-75.776,-76.35,3,34.7036,17.1725,25.25,223.6,93.9,149.332,36.328
